country,rank,name,id,releaseDate,Primary_Genre,Other_Genre,Artist
za,140,The Documentary Podcast,73802620,2020-10-27,History,"News,Society & Culture,",BBC World Service
za,141,Red Collar,1541330058,2021-02-23,True Crime,,audiochuck
za,142,Masters of Scale with Reid Hoffman,1227971746,2021-02-23,Management,"Business,Entrepreneurship,",WaitWhat
za,143,Happy Place,1353058891,2021-03-01,Mental Health,"Health & Fitness,Alternative Health,",Fearne Cotton
za,144,The Art of Being Well,1539535133,2021-02-25,Alternative Health,"Health & Fitness,Education,Self Help,","Dear Media, Will Cole"
za,145,99% Invisible,394775318,2020-10-27,Design,"Arts,",Roman Mars
za,146,The Messy Masterpiece with Tori & Chad,1545841764,2021-03-05,Christianity,"Religion & Spirituality,Education,Self Help,",Tori & Chad
za,147,Pivot,1073226719,2021-02-16,News Commentary,"News,Tech News,",New York Magazine
za,148,Rabbit Hole,1507423923,2020-06-04,Technology,"Society & Culture,",The New York Times
za,149,The Bible Recap,1440833267,2021-02-25,Christianity,"Religion & Spirituality,",D-Group
za,150,Science Vs,1051557000,2021-03-05,Science,"Education,",Gimlet
za,151,Jordan Peterson Archive,1462681901,2020-07-03,Education,,Jordan Peterson
za,152,Dr. Joe Dispenza Audio Experience,1457336351,2019-03-18,Health & Fitness,,Dr. Joe Dispenza
za,153,Duolingo French Podcast,1466824259,2020-10-27,Education,"Society & Culture,Places & Travel,",Duolingo
za,154,Desert Island Discs,342735925,2021-02-21,Personal Journals,"Society & Culture,",BBC Radio 4
za,155,Grounded with Louis Theroux,1508985962,2021-02-01,Personal Journals,"Society & Culture,",BBC Radio 4
za,156,Pastor Rick's Daily Hope,631094342,2021-02-04,Christianity,"Religion & Spirituality,",PastorRick.com
za,157,The Daily Mastery Podcast by Robin Sharma,1521068608,2020-10-27,Self Help,"Education,Business,Entrepreneurship,",Robin Sharma
za,158,TED Health,470623173,2021-02-23,Health & Fitness,,TED
za,159,Jumpers Jump,1541777977,2021-02-14,Comedy,,Jumpers Jump Podcast
za,160,Equip and Empower with Christine Caine,1512546904,2021-02-25,Christianity,"Religion & Spirituality,",AccessMore
za,161,"The Secret To Success with CJ, Karl, Jemal & Eric Thomas",844102142,2020-12-31,Self Help,"Education,Health & Fitness,",Eric Thomas Ph.D.
za,162,Timothy Keller Sermons Podcast by Gospel in Life,352660924,2020-10-23,Christianity,"Religion & Spirituality,Spirituality,",Tim Keller
za,163,Joseph Prince Audio Podcast,334204277,2021-02-28,Christianity,"Religion & Spirituality,",Joseph Prince
za,164,TheDopeAssPodcast,1550649360,2021-02-14,Comedy,,the dope ass podcast
za,165,Pretty Basic with Alisha Marie and Remi Cruz,1439655378,2021-03-03,Personal Journals,"Society & Culture,Relationships,",Ramble
za,166,On Being with Krista Tippett,150892556,2021-02-18,Society & Culture,"Religion & Spirituality,",On Being Studios
za,167,Lore,978052928,2021-02-15,History,"Society & Culture,",Aaron Mahnke and Grim & Mild
uk,1,Mommy Doomsday,1540849480,2021-02-09,True Crime,"Society & Culture,",NBC News
uk,2,Crime Junkie,1322200189,2020-10-26,True Crime,,audiochuck
uk,3,The Daily,1200361736,2020-10-28,Daily News,"News,",The New York Times
uk,4,Dateline NBC,1464919521,2020-10-28,True Crime,"News,",NBC News
uk,5,The Ben Shapiro Show,1047335260,2020-10-27,News,,The Daily Wire
uk,6,The Bible in a Year (with Fr. Mike Schmitz),1539568321,2020-12-14,Christianity,"Religion & Spirituality,History,",Ascension Catholic Faith Formation
uk,7,Unsolved Mysteries,1549903604,2021-02-17,True Crime,"Society & Culture,Documentary,","Cosgrove Meurer Productions, Inc. + Cadence13"
uk,8,Up First,1222114325,2020-10-28,Daily News,"News,",NPR
uk,9,Astray,1552069504,2021-03-03,True Crime,"Society & Culture,",iHeartRadio
uk,10,Against The Odds,1553335461,2021-02-23,Society & Culture,"History,",Wondery
uk,11,Human Hope with Carlos Whittaker,1249486443,2021-03-04,Personal Journals,"Society & Culture,",That Sounds Fun Network
uk,12,Stuff You Should Know,278981407,2020-10-28,Society & Culture,,iHeartRadio
uk,13,The Dave Ramsey Show,77001367,2020-10-27,Investing,"Business,Education,Self-Improvement,",Ramsey Network
uk,14,La Brega,1553089886,2021-02-24,Society & Culture,,WNYC Studios and Futuro Studios
uk,15,Office Ladies,1480311435,2020-10-28,Comedy,,Earwolf & Jenna Fischer and Angela Kinsey
uk,16,The Office Deep Dive with Brian Baumgartner,1550331348,2021-02-09,TV & Film,"Society & Culture,Comedy,",iHeartRadio
uk,17,In Plain Sight: Lady Bird Johnson,1554132477,2021-03-01,History,"Society & Culture,Documentary,",ABC News
uk,18,The Ezra Klein Show,1548604447,2021-01-13,Society & Culture,"News,",New York Times Opinion
uk,19,Anatomy of Murder,1532894981,2020-10-28,True Crime,,audiochuck
uk,20,The Dan Le Batard Show with Stugotz,934820588,2021-02-16,Sports,,"Dan Le Batard, Stugotz"
uk,21,The Dan Bongino Show,965293227,2020-10-28,News Commentary,"News,",Westwood One Podcast Network / Dan Bongino
uk,22,Serial,917918570,2020-08-20,News,"True Crime,",This American Life
uk,23,This American Life,201671138,2020-10-25,Personal Journals,"Society & Culture,Arts,",This American Life
uk,24,Embedded,1091709555,2021-02-25,News Commentary,"News,Society & Culture,Documentary,",NPR
uk,25,Unlocking Us with Brené Brown,1494350511,2020-10-28,Relationships,"Society & Culture,Education,Self-Improvement,",Parcast Network
uk,26,Hidden Brain,1028908750,2020-10-26,Social Sciences,"Science,Natural Sciences,",Hidden Brain
uk,27,This is Paris,1552058389,2021-02-22,Society & Culture,,iHeartRadio & Paris Hilton
uk,28,Fresh Air,214089682,2020-10-27,Books,"Arts,TV & Film,",NPR
uk,29,The Opportunist,1551162705,2021-02-16,True Crime,,Kast Media
uk,30,Red Collar,1541330058,2020-12-01,True Crime,,audiochuck
uk,31,Consider This from NPR,1503226625,2020-10-27,Daily News,"News,News Commentary,",NPR
uk,32,On Purpose with Jay Shetty,1450994021,2020-11-02,Health & Fitness,"Business,",Jay Shetty and Kast Media
uk,33,Supernatural with Ashley Flowers,1500667648,2020-11-04,Society & Culture,"True Crime,",Parcast Network
uk,34,Sal and Chris Present: Hey Babe!,1542475843,2021-01-21,Comedy Interviews,"Comedy,",No Presh Network
uk,35,Planet Money,290783428,2020-10-23,Business,"News,",NPR
uk,36,Serial Killers,1205030005,2020-11-02,True Crime,"History,",Parcast Network
uk,37,The Rachel Maddow Show,294055449,2020-11-03,Daily News,"News,","Rachel Maddow, MSNBC"
uk,38,Tom Talks,1543456877,2021-03-04,Comedy,"TV & Film,",YMH Studios
uk,39,Cautionary Tales,1484511465,2021-02-12,History,"Society & Culture,",Pushkin Industries
uk,40,The NPR Politics Podcast,1057255460,2020-10-27,Politics,"News,Daily News,",NPR
uk,41,I AM Athlete Podcast,1537836233,2021-02-19,Sports,,"Brandon Marshall, Chad Johnson, Fred Taylor, Channing Crowder"
uk,42,Unsolved Murders: True Crime Stories,1122804248,2020-10-27,True Crime,"Society & Culture,",Parcast Network
uk,43,Sway,1528594034,2020-10-26,Society & Culture,,New York Times Opinion
uk,44,Double Date with Marlo Thomas & Phil Donahue,1547645093,2021-03-03,Relationships,"Society & Culture,",Pushkin Industries
uk,45,Louder with Crowder,929121341,2020-10-26,News,,Blaze Podcast Network
uk,46,The Daily Show With Trevor Noah: Ears Edition,1334878780,2020-10-28,Comedy,"News,Daily News,",iHeartRadio & Comedy Central
uk,47,2 Bears 1 Cave with Tom Segura & Bert Kreischer,1468013270,2020-10-26,Comedy,,YMH Studios
uk,48,The Breakfast Club,1232428553,2020-11-03,Comedy,,iHeartRadio
uk,49,The Charlie Kirk Show,1460600818,2020-10-28,News,"Society & Culture,",PodcastOne
uk,50,The Tim Ferriss Show,863897795,2020-10-28,Entrepreneurship,"Business,Education,","Tim Ferriss: Bestselling Author, Human Guinea Pig"
uk,51,Nurture vs Nurture with Dr. Wendy Mogel,1549814799,2021-02-16,Kids & Family,"Society & Culture,",Armchair Umbrella
uk,52,Adam Carolla Show,306390087,2020-10-28,Comedy,,PodcastOne / Carolla Digital
uk,53,The Thing About Pam,1479234915,2019-09-27,True Crime,"News,",NBC News
uk,54,Freakonomics Radio,354668519,2020-10-22,Documentary,"Society & Culture,",Freakonomics Radio + Stitcher
uk,55,How I Built This with Guy Raz,1150510297,2020-10-26,Business,,NPR
uk,56,True Crime Obsessed,1232009882,2020-11-03,True Crime,"Society & Culture,",Obsessed Network
uk,57,The Moth,275699983,2020-11-03,Performing Arts,"Arts,",The Moth
uk,58,BiggerPockets Real Estate Podcast,594419649,2020-10-25,Investing,"Business,Education,",BiggerPockets
uk,59,The Jordan B. Peterson Podcast,1184022695,2020-11-01,Education,"Science,",Dr. Jordan B. Peterson
uk,60,The Way I Heard It with Mike Rowe,1087110764,2020-10-27,Society & Culture,"History,",Mike Rowe
uk,61,The Simplified Podcast with Emily Ley,1553793022,2021-03-04,Personal Journals,"Society & Culture,Relationships,",Four Eyes Media
uk,62,The Michael Knowles Show,1266577963,2020-11-04,News Commentary,"News,",The Daily Wire
uk,63,Revisionist History,1119389968,2020-09-10,Society & Culture,,Pushkin Industries
uk,64,Empty Inside,1524250628,2021-02-24,Self-Improvement,"Education,Society & Culture,",Jennette McCurdy
uk,65,The Glenn Beck Program,620967489,2020-10-27,News Commentary,"News,Politics,",Blaze Podcast Network
uk,66,Get Sleepy: Sleep meditation and stories,1487513861,2020-10-28,Alternative Health,"Health & Fitness,Fiction,Drama,",Get Sleepy
uk,67,The Matt Walsh Show,1367210511,2021-01-06,News Commentary,"News,",The Daily Wire
uk,68,The Michelle Obama Podcast,1532956108,2020-09-30,Relationships,"Society & Culture,Personal Journals,",Higher Ground & Spotify
uk,69,Mark Levin Podcast,209377688,2020-11-04,News Commentary,"News,",Westwood One Podcast Network
uk,70,Huberman Lab,1545953110,2021-02-22,Health & Fitness,"Science,",Dr. Andrew Huberman
uk,71,The Candace Owens Show,1454587745,2020-10-18,Education,,PragerU
uk,72,TED Radio Hour,523121474,2020-10-23,Technology,"Science,Social Sciences,",NPR
uk,73,TED Talks Daily,160904630,2020-10-27,Education,"Society & Culture,",TED
uk,74,Motherhood Meets Medicine,1553782780,2021-03-03,Kids & Family,"Health & Fitness,Medicine,",Lynzy Coughlin
uk,75,Earn Your Leisure,1450211392,2021-01-29,Business,,The Black Effect and iHeartRadio
uk,76,I Spy,1482310665,2021-02-23,Society & Culture,"History,",Foreign Policy
uk,77,American Scandal,1435516849,2020-10-27,History,"Society & Culture,Documentary,",Wondery
uk,78,The Bible Recap,1440833267,2020-12-22,Christianity,"Religion & Spirituality,",D-Group
uk,79,The Pat McAfee Show 2.0,1435183458,2020-10-29,Sports,,Pat McAfee
uk,80,Oprah’s SuperSoul Conversations,1264843400,2020-10-28,Society & Culture,,Oprah
uk,81,Bridgerton: The Official Podcast,1551820452,2021-02-25,TV & Film,"Society & Culture,",Shondaland Audio & iHeartRadio
uk,82,Radiolab,152249110,2020-10-23,Documentary,"Society & Culture,Science,Nature,",WNYC Studios
uk,83,NPR News Now,121493675,2020-11-04,Daily News,"News,",NPR
uk,84,UnF*ck Your Brain,1229434818,2021-02-04,Mental Health,"Health & Fitness,Education,Self-Improvement,",Kara Loewentheil
uk,85,Ten Percent Happier with Dan Harris,1087147821,2020-10-28,Mental Health,"Health & Fitness,",ABC News
uk,86,The Jeff Dunham Podcast,1555769971,2021-02-25,Comedy,"Leisure,",Jeff Dunham
uk,87,Stuff You Missed in History Class,283605519,2020-11-02,History,"Society & Culture,",iHeartRadio
uk,88,Duolingo Spanish Podcast,1317493077,2020-10-22,Education,"Society & Culture,Places & Travel,",Duolingo
uk,89,WorkLife with Adam Grant,1346314086,2021-02-23,Management,"Business,",TED
uk,90,Lex Fridman Podcast,1434243584,2020-10-30,Technology,"Science,",Lex Fridman
uk,91,Sword and Scale,790487079,2020-10-26,True Crime,"Society & Culture,Documentary,",Incongruity
uk,92,Coffee Convos Podcast with Kail Lowry & Lindsie Chrisley,1305546061,2021-02-25,Society & Culture,"Kids & Family,Parenting,",Kail Lowry & Lindsie Chrisley
uk,93,Wow in the World,1233834541,2021-01-18,Stories for Kids,"Kids & Family,Education for Kids,",NPR
uk,94,Short Wave,1482575855,2021-01-26,Life Sciences,"Science,Astronomy,",NPR
uk,95,The Mindset Mentor,1033048640,2021-01-08,Mental Health,"Health & Fitness,Education,",Rob Dial and Kast Media
uk,96,The Experiment,1549704404,2021-01-25,Documentary,"Society & Culture,History,",The Atlantic and WNYC Studios
uk,97,"The Doctor's Farmacy with Mark Hyman, M.D.",1382804627,2020-12-04,Medicine,"Health & Fitness,Nutrition,",Dr. Mark Hyman
uk,98,Cold,1441595858,2021-03-03,True Crime,"Society & Culture,Documentary,",KSL Podcasts | Wondery
uk,99,Even the Rich,1500477470,2020-10-27,Society & Culture,,Wondery
uk,100,Throughline,1451109634,2020-10-22,History,,NPR
uk,101,20/20,987967575,2020-11-22,News,,ABC News
uk,102,Dan Carlin's Hardcore History,173001861,2020-06-03,History,,Dan Carlin
uk,103,Cults,1286818575,2021-03-02,True Crime,"History,",Parcast Network
uk,104,The Journal.,1469394914,2021-01-07,Daily News,"News,",The Wall Street Journal & Gimlet
uk,105,99% Invisible,394775318,2020-10-27,Design,"Arts,",Roman Mars
uk,106,Tim Pool Daily Show,1362265400,2021-03-02,Politics,"News,",Tim Pool
uk,107,Nice White Parents,1524080195,2020-08-20,Society & Culture,"Education,",Serial & The New York Times
uk,108,The Indicator from Planet Money,1320118593,2021-01-19,Business,,NPR
uk,109,Bannon's War Room,1485351658,2020-10-27,Politics,"News,",WarRoom.org
uk,110,Global News Podcast,135067274,2020-11-04,News,,BBC World Service
uk,111,Pivot,1073226719,2021-02-16,News Commentary,"News,Tech News,",New York Magazine
uk,112,Lore,978052928,2020-10-26,History,"Society & Culture,",Aaron Mahnke and Grim & Mild
uk,113,Allen v. Farrow Podcast,1554108046,2021-02-24,TV & Film,"Society & Culture,Documentary,",HBO
uk,114,Criminal,809264944,2020-10-23,True Crime,,Criminal & Radiotopia
uk,115,Joel Osteen Podcast,137254859,2020-10-28,Christianity,"Religion & Spirituality,",Joel Osteen
uk,116,Wait Wait... Don't Tell Me!,121493804,2020-10-24,Comedy,"Leisure,",NPR
uk,117,WHOA That's Good Podcast,1433974017,2020-10-28,Christianity,"Religion & Spirituality,Business,",Sadie Robertson
uk,118,Revolutions,703889772,2020-12-25,History,"Education,",Mike Duncan
uk,119,The Herd with Colin Cowherd,1042368254,2021-02-17,Football,"Sports,Basketball,",iHeartRadio
uk,120,Made For This with Jennie Allen,1466667116,2021-03-02,Christianity,"Religion & Spirituality,",Jennie Allen
uk,121,Unashamed with Phil & Jase Robertson,1460147025,2020-10-26,Religion & Spirituality,,Unashamed with Phil & Jase Robertson
uk,122,The School of Greatness,596047499,2021-02-17,Alternative Health,"Health & Fitness,Education,",Lewis Howes
uk,123,The Investing for Beginners Podcast - Your Path to Financial Freedom,1210741497,2021-01-07,Investing,"Business,",Andrew Sather and Dave Ahern
uk,124,Do No Harm,1537865727,2021-02-16,True Crime,"News,",Wondery | NBC News
uk,125,WTOP’s American Nightmare Series,1461511691,2021-03-01,True Crime,,WTOP | Hubbard Radio
uk,126,Stuff They Don't Want You To Know,732915228,2021-02-12,Society & Culture,,iHeartRadio
uk,127,The Food That Built America,1551644089,2021-02-04,History,"Society & Culture,Documentary,",The HISTORY Channel & OZY
uk,128,The Happiness Lab with Dr. Laurie Santos,1474245040,2020-10-12,Society & Culture,"Education,",Pushkin Industries
uk,129,Marketplace,201853034,2021-03-03,Business News,"News,",Marketplace
uk,130,Nothing much happens; bedtime stories to help you sleep,1378040733,2021-02-22,Alternative Health,"Health & Fitness,Mental Health,",Curiouscast
uk,131,Verdict with Ted Cruz,1495601614,2020-10-28,Politics,"News,Daily News,",Ted Cruz
uk,132,REAL AF with Andy Frisella,1012570406,2021-01-23,Business,,Andy Frisella #100to0
uk,133,The Vanished Podcast,1081124929,2020-10-26,True Crime,"News,",Wondery
uk,134,Mad Money w/ Jim Cramer,147247199,2021-02-25,Investing,"Business,News,",CNBC
uk,135,Up and Vanished,1140596919,2020-10-15,True Crime,"Society & Culture,Personal Journals,",Tenderfoot TV
uk,136,Motive for Murder,1510365500,2021-02-16,True Crime,"Society & Culture,",NBC News
uk,137,Serendipity With Inky Johnson,1553377190,2021-03-01,Self-Improvement,"Education,Sports,",The Resonance Network
uk,138,Crime Stories with Nancy Grace,1193068130,2021-02-19,True Crime,"News,",Crime Online & iHeartRadio
uk,139,Code Switch,1112190608,2020-10-28,News,"Society & Culture,",NPR
uk,140,Conspiracy Theories,1337195586,2020-10-28,History,"True Crime,",Parcast Network
uk,141,In the Dark,1148175292,2020-10-14,News,,APM Reports
uk,142,Motley Fool Money,306106212,2021-01-22,Investing,"Business,News,Business News,",The Motley Fool
uk,143,CLEANING UP THE MENTAL MESS with Dr. Caroline Leaf,1334767397,2021-03-04,Mental Health,"Health & Fitness,",Dr. Caroline Leaf
uk,144,The Steam Room,1490924360,2021-03-05,Basketball,"Sports,",Turner Sports
au,1,Conversations,94688506,2020-10-28,Relationships,"Society & Culture,",ABC Radio
au,2,Hamish & Andy,213334232,2020-10-28,Comedy,,PodcastOne Australia
au,3,Against The Odds,1553335461,2021-02-23,Society & Culture,"History,",Wondery
au,4,Mamamia Out Loud,928350893,2020-10-28,Society & Culture,,Mamamia Podcasts
au,5,Australian True Crime,1217681421,2020-10-25,True Crime,"Society & Culture,",Meshel Laurie
au,6,The Quicky,1451469361,2020-10-27,News,,Mamamia Podcasts
au,7,Mommy Doomsday,1540849480,2021-02-09,True Crime,"Society & Culture,",NBC News
au,8,Living your best life Podcast,1503645220,2021-03-03,Society & Culture,,livingyourbestlifewithabbeanderin
au,9,Coronacast,1501500390,2020-10-28,Daily News,"News,",ABC News
au,10,She's On The Money,1468033698,2020-10-27,Business,,Victoria Devine
au,11,7am,1461999702,2020-10-27,Daily News,"News,",Schwartz Media
au,12,The Daily,1200361736,2020-10-28,Daily News,"News,",The New York Times
au,13,Skincare School,1552975779,2021-02-09,Fashion & Beauty,"Arts,",Adore Beauty
au,14,The Breakdown,1554973779,2021-02-23,Rugby,"Sports,",The Australian
au,15,Crime Junkie,1322200189,2020-10-26,True Crime,,audiochuck
au,16,Stuff You Should Know,278981407,2020-10-28,Society & Culture,,iHeartRadio
au,17,Something To Talk About with Samantha Armytage,1553858670,2021-02-16,Society & Culture,,Stellar
au,18,Grounded with Louis Theroux,1508985962,2020-06-29,Personal Journals,"Society & Culture,",BBC Radio 4
au,19,Full Story,1482061243,2020-10-27,News,,The Guardian
au,20,True Crime Conversations,1469153910,2020-10-21,True Crime,"Society & Culture,",Mamamia Podcasts
au,21,Cautionary Tales,1484511465,2021-02-12,History,"Society & Culture,",Pushkin Industries
au,22,The Imperfects,1476501557,2020-10-22,Mental Health,"Health & Fitness,Education,Self-Improvement,","Hugh van Cuylenburg, Ryan Shelton & Josh van Cuylenburg"
au,23,The Pop Test – A comedy science quiz,1550543719,2021-02-06,Comedy,"Science,",ABC Radio
au,24,Life Uncut,1472126503,2021-02-01,Society & Culture,"TV & Film,",Brittany Hockley and Laura Byrne
au,25,How It Happened,1549225698,2021-01-15,Politics,"News,History,",Axios
au,26,No Filter,995159486,2020-10-25,Personal Journals,"Society & Culture,",Mamamia Podcasts
au,27,The Howie Games,1146329262,2020-10-28,Sports,,PodcastOne Australia
au,28,The Kyle & Jackie O Show,413046628,2020-12-31,Comedy,"Music,",iHeartRadio Australia & KIIS
au,29,Mapping Evil with Mike King,1555243483,2021-02-28,True Crime,"Technology,",BGT Productions
au,30,Do You F*****g Mind?,1502954097,2020-10-24,Health & Fitness,,Alexis Fernandez
au,31,Please Explain,1436450976,2021-02-02,Daily News,"News,Business,",The Age and Sydney Morning Herald
au,32,The Tim Ferriss Show,863897795,2020-10-28,Entrepreneurship,"Business,Education,","Tim Ferriss: Bestselling Author, Human Guinea Pig"
au,33,Unlocking Us with Brené Brown,1494350511,2020-10-28,Relationships,"Society & Culture,Education,Self-Improvement,",Parcast Network
au,34,The Party Room,1102298716,2021-02-04,Politics,"News,News Commentary,",ABC Radio
au,35,Lady Startup Stories,1361401612,2021-03-01,Careers,"Business,",Mamamia Podcasts
au,36,On Purpose with Jay Shetty,1450994021,2020-10-26,Health & Fitness,"Business,",Jay Shetty and Kast Media
au,37,Brett Finch Uncensored,1533612473,2021-02-14,Rugby,"Sports,Cricket,",Brett Finch
au,38,The Signal,1349523628,2021-01-25,Daily News,"News,",ABC Radio
au,39,Australian Birth Stories,1242155321,2020-10-25,Kids & Family,,Sophie Walker
au,40,Equity Mates Investing Podcast,1212097275,2020-10-25,Investing,"Business,Entrepreneurship,",Equity Mates Media
au,41,Dr Karl Podcast,73331325,2020-10-22,Science,,triple j
au,42,This is Paris,1552058389,2021-03-01,Society & Culture,,iHeartRadio & Paris Hilton
au,43,Just the Gist,1474052266,2021-03-05,Comedy,"TV & Film,TV Reviews,",LiSTNR
au,44,The Briefing,1507116817,2020-10-27,Daily News,"News,",PodcastOne Australia
au,45,The Mindset Mentor,1033048640,2020-10-28,Mental Health,"Health & Fitness,Education,",Rob Dial and Kast Media
au,46,Chat 10 Looks 3,936653355,2020-10-11,Society & Culture,,Chat 10 Looks 3
au,47,The Matty Johns Podcast,1117246594,2021-02-04,Sports,,Daily Telegraph
au,48,Global News Podcast,135067274,2021-03-05,News,,BBC World Service
au,49,Squiz Today,1385995581,2020-10-27,Daily News,"News,",Squiz Media
au,50,No Such Thing As A Fish,840986946,2020-10-23,Comedy,,No Such Thing As A Fish
au,51,Huberman Lab,1545953110,2021-01-04,Health & Fitness,"Education,",Dr. Andrew Huberman
au,52,The Nurse,1533629268,2020-10-26,True Crime,"News,Politics,",Camille Bianchi
au,53,TED Talks Daily,160904630,2020-10-27,Education,"Society & Culture,",TED
au,54,Serial,917918570,2020-08-20,News,"True Crime,",This American Life
au,55,The Daily Aus,1552309889,2021-02-15,Daily News,"News,",The Daily Aus
au,56,Collapse,1550688418,2021-02-16,History,,Stuff
au,57,This American Life,201671138,2020-10-25,Personal Journals,"Society & Culture,Arts,",This American Life
au,58,Hamish & Andy’s Remembering Project,1534252348,2020-12-14,Comedy,,LiSTNR
au,59,Background Briefing,73330306,2021-03-04,News Commentary,"News,",ABC Radio
au,60,The Jordan B. Peterson Podcast,1184022695,2020-11-29,Education,"Science,",Dr. Jordan B. Peterson
au,61,Oprah’s SuperSoul Conversations,1264843400,2020-10-28,Society & Culture,,Oprah
au,62,Serial Killers,1205030005,2020-10-26,True Crime,"History,",Parcast Network
au,63,Dateline NBC,1464919521,2020-10-29,True Crime,"News,",NBC News
au,64,All In The Mind,73330911,2020-11-01,Life Sciences,"Science,Health & Fitness,",ABC Radio
au,65,The Rise & Conquer Podcast,1451864362,2020-12-31,Health & Fitness,"Education,Self-Improvement,",Georgie Stevenson
au,66,Dyl & Friends,1417124389,2021-02-02,Sports,"Comedy,",Dylan Buckley
au,67,Who the Hell is Hamish?,1451470931,2019-11-16,News,"True Crime,",The Australian
au,68,The Spill,1473523403,2021-01-20,Society & Culture,,Mamamia Podcasts
au,69,Jase & PJ,1332566161,2021-01-13,Comedy,"Music,",iHeartRadio Australia & KIIS
au,70,American Scandal,1435516849,2021-02-16,History,"Society & Culture,Documentary,",Wondery
au,71,Even the Rich,1500477470,2021-03-02,Society & Culture,,Wondery
au,72,You Cannot Be Serious,1474582435,2021-03-03,Sports,"News,",Sam Newman Mike Sheahan Don Scott
au,73,How I Built This with Guy Raz,1150510297,2020-10-26,Business,,NPR
au,74,Beauty IQ Uncensored,1478211900,2020-10-27,Fashion & Beauty,"Arts,",Adore Beauty
au,75,Sideways,1552027709,2021-02-24,Podcasts,,BBC Radio 4
au,76,"Feel Better, Live More with Dr Rangan Chatterjee",1333552422,2020-10-28,Alternative Health,"Health & Fitness,Medicine,",Dr Rangan Chatterjee: GP & Author
au,77,UnF*ck Your Brain,1229434818,2021-02-05,Mental Health,"Health & Fitness,Education,Self-Improvement,",Kara Loewentheil
au,78,Lex Fridman Podcast,1434243584,2020-10-30,Technology,"Science,",Lex Fridman
au,79,Brooke & Linda's Dream Club,1553862476,2021-02-23,Books,"Arts,TV & Film,",LiSTNR
au,80,Late Night Live - Full program podcast,73330961,2020-10-29,Society & Culture,"News,Politics,",ABC Radio
au,81,Hack,78995043,2021-02-12,News,"Society & Culture,",triple j
au,82,Beyond The Bump,1484930949,2021-01-18,Parenting,"Kids & Family,",Beyond The Bump
au,83,Life and Crimes with Andrew Rule,1260800644,2020-10-24,True Crime,"Education,",Herald Sun
au,84,You're Dead To Me,1479973402,2020-11-14,History,"Comedy,",BBC Radio 4
au,85,The Property Couch,969904333,2020-10-22,Investing,"Business,News,Business News,",Bryce Holdaway & Ben Kingsley
au,86,Fast Pace with Josh Phegan and Dean Mackie,1554782191,2021-02-25,Business,"Technology,","Josh Phegan - Real Estate Trainer, speaker, coach."
au,87,The Rush Hour Melbourne Catch Up - 105.1 Triple M Melbourne - James Brayshaw and Billy Brownless,360804281,2021-02-02,Sports,,Triple M
au,88,Comedian v Economist,1539790170,2021-02-02,Investing,"Business,Comedy,",Equity Mates Media
au,89,Business Wars,1335814741,2020-10-28,Management,"Business,History,",Wondery
au,90,Bang On,1210989839,2021-02-18,Society & Culture,,Double J
au,91,Making Sense with Sam Harris,733163012,2020-10-28,Science,"Society & Culture,",Sam Harris
au,92,99% Invisible,394775318,2020-10-27,Design,"Arts,",Roman Mars
au,93,my millennial money,1384819415,2020-10-28,Investing,"Business,Comedy,",SYMO interactive
au,94,NSW Police State Crime Command – Investigations,1524599320,2021-02-06,True Crime,,PodcastOne Australia
au,95,You Beauty,1427018681,2020-10-28,Fashion & Beauty,"Arts,",Mamamia Podcasts
au,96,Linda Marigliano's Tough Love,1546324192,2021-02-01,Relationships,"Society & Culture,Documentary,",Linda Marigliano
au,97,Ordineroli Speaking,1500848514,2021-02-23,Sports,"Health & Fitness,Mental Health,",Neroli Meadows
au,98,Dr Justin Coulson's Happy Families,1082244480,2021-02-16,Self-Improvement,"Education,",Dr Justin Coulson
au,99,SEN Breakfast,1198117246,2021-02-02,Sports,,SEN
au,100,Get Sleepy: Sleep meditation and stories,1487513861,2020-11-30,Alternative Health,"Health & Fitness,Fiction,Drama,",Get Sleepy
au,101,The Marty Sheargold Show  - Triple M Melbourne 105.1,329902285,2021-01-15,Comedy,"News,",Triple M
au,102,Hidden Brain,1028908750,2020-11-16,Social Sciences,"Science,Natural Sciences,",Hidden Brain
au,103,"Parental As Anything, with Maggie Dent",1464488062,2021-01-20,Parenting,"Kids & Family,",ABC Radio
au,104,The Teacher's Pet,1385379989,2020-08-23,News,"Society & Culture,",The Australian
au,105,The Battersea Poltergeist,1548946506,2021-02-18,Drama,"Fiction,",BBC Radio 4
au,106,This Glorious Mess,981373142,2021-02-14,Kids & Family,,Mamamia Podcasts
au,107,Darknet Diaries,1296350485,2021-02-16,Technology,"True Crime,",Jack Rhysider
au,108,Get Started Investing,1484760064,2020-12-13,Investing,"Business,Entrepreneurship,",Equity Mates Media
au,109,AFL Exchange,637433286,2021-03-01,Sports,,AFL
au,110,AP: Australian Politics,1109943717,2021-02-05,News,,The Guardian
au,111,Motley Fool Money,1118867383,2020-12-06,Investing,"Business,",PodcastOne Australia
au,112,Days Like These,1534672561,2020-10-27,Documentary,"Society & Culture,",ABC Radio
au,113,The Ben Shapiro Show,1047335260,2021-01-04,News,,The Daily Wire
au,114,"Kate, Tim and Joel",344869087,2021-01-19,Comedy,,Nova Podcasts
au,115,The Hook Up,1080505022,2021-03-01,Society & Culture,,triple j
