podcast_id,description
1552027709,Matthew Syed shares some surprising revelations that show us why life isnt always as it seems
1516194847,"Real Dictators is the new podcast series hosted by Paul McGann (Dr Who, Luther, Withnail and I) that explores the hidden lives of history’s tyrants.Head to www.noiser.com to learn more about Noiser shows.Also, check out our other podcast, Real Narcos. Out now!"
1401057414,"<p>Hear the greatest life lessons of some of <u>the</u> most respected and renowned actors, musicians, public figures and athletes. Handpicked by Oprah, these luminaries reveal their lives with candor and insight — in their own words. Listen as Jay -Z, Justin Timberlake, Ellen Degeneres, Shaquille O’Neal, Reba McEntire, Dwayne Johnson and Jane Fonda, (just to name a few), share what they’ve learned about life and their own insights into their personal stories.</p>"
538401206,"<p>The Potter's Touch, a weekly program, with Bishop T.D. Jakes, tackles today's topics and confronts the hidden issues and invisible scars that go untreated. This broadcast carries healing and restoration into homes of hurting people, unearthing taboo topics and offering practical and spiritual solutions to life's toughest questions.</p>"
1505786417,experience the artistry of #amapiano with musical invasion brought to you by DJ SHAUN101
1517954480,"Rotten but still a little sweet! Rotten Mango is a true crime + all things spooky podcast. We love doing deep dives into the darkest crimes and we tend to not leave out any details - which can get a little rotten at times. If you want deep dives in the psychology of killers, no holding back storytelling of crimes, and stories of lesser known criminals from around the world this is the place for you. Welcome to Rotten Mango but don’t worry it all comes with a seasoning of comedy/sweetness."
1441394221,Welcome to BizNews Radio where we interview top thought leaders and business people from South Africa and across the globe.
470846331,"These mixes posted herewith was created for my own experimentation and entertainment, not profit. I am not the author or owner of the copyrights of the component tracks. If you like the individual tracks, support the artists and buy the originals available online and at your nearest record store. 
Should the relevant parties have any concerns, they are welcome to contact me Email: mush@mushmydj.com 

"
1468107412,"“The world is a book, and those who do not travel read only one page”, so says Saint Augustine about travel. I might as well be living by it because it literally defines my passion for travel and has given me one of the most fulfilling experiences of my life.

My wanderlust spirit has turned into a bucket full of experiences and joys that I would like to share with you, so that you can see and enjoy all the wonders the world has to offer. Welcome to CHICA Travel with Lelo, an exciting podcast that aims to provide you, fellow travellers, with all the information and tools you need as you go on your exciting escapades around the world.

Are you a curious and adventurous soul? Do you get itchy feet from staying in one place for long? Are you looking for exciting places to explore? Are you interested in popular or off-the-beaten-path destinations? Are you so consumed with wanderlust that you can’t wait to go on your next adventure? Are you overwhelmed by all the information online, and looking to find information from other travellers? And, do you perhaps wonder if all these trips won’t break your bank account?

Well, join me, Lelo Boyana, as I help answer all these questions. Through CHICA Travel, I chat to fellow globetrotters and industry experts who excitedly share their tips and tricks on everything travel. With in-depth discussions on 
must-see destinations plus what to do when you get there, budget for travel and everything you need to turn your trips into amazing experiences and lifetime memories; CHICA Travel is your ultimate go-to information hub.

New episodes out every Monday. 

Keep in touch with me on social media through @MsLeloB / @ChicaTravelPodcast or send an email to lelob@chicatravel.co.za"
1493479119,Get motivated and inspired to conquer anything!
1453389736,"BossBabe is one of the largest online communities of ambitious women and female entrepreneurs. With over 17M+ hashtag uses and 2.8M+ engaged followers, we have become a household name for ambitious women and started a revolution of women referring to themselves as “Boss Babes”.

The BossBabe podcast is the place where we share the real behind the scenes of building successful businesses, achieving peak performance and learning how to balance it all.

Co-founders Natalie Ellis and Danielle Canty share their experiences candidly, often inviting experts to join them on the show to give their insights. A combination of funny, raw and actionable, this podcast is a must-listen for ambitious women creating success in their own way."
962733842,All about investing on the JSE with Simon Brown. Every Thursday.
1550777106,"
      <p>How many times have you been told “that will never work”? Probably not as often as Marc Randolph, the veteran Silicon Valley entrepreneur, advisor, investor, speaker and best-selling author. Though best known as the co-founder and first CEO of Netflix, he’s founded or co-founded a half dozen other successful startups and mentored scores of other early stage entrepreneurs. On his podcast, Marc works directly with entrepreneurs who have been told “that will never work,” helping them turn their nascent or struggling businesses into sustainable companies. Be a fly on the wall as Marc advises business founders, using his unique combination of analytical skills, tough love and a dose of humor to unearth the blind spots that may be holding them back. Each episode is an invaluable lesson for anyone aspiring to be a next-generation entrepreneur, so tune in to find out how to make your ""impossible"" vision a reality.</p><p>&nbsp;If you want to be a guest on “That Will Never Work” and get help from Marc with your business issues, leave a message at: 1 888 MARCPOD / (888) 627-2763.</p>
    "
733163012,"Join neuroscientist, philosopher, and best-selling author Sam Harris as he explores important and controversial questions about the human mind, society, and current events. 

Sam Harris is the author of five New York Times bestsellers. His books include The End of Faith, Letter to a Christian Nation, The Moral Landscape, Free Will, Lying, Waking Up, and Islam and the Future of Tolerance (with Maajid Nawaz). The End of Faith won the 2005 PEN Award for Nonfiction. His writing and public lectures cover a wide range of topics—neuroscience, moral philosophy, religion, meditation practice, human violence, rationality—but generally focus on how a growing understanding of ourselves and the world is changing our sense of how we should live. 

Harris's work has been published in more than 20 languages and has been discussed in The New York Times, Time, Scientific American, Nature, Newsweek, Rolling Stone, and many other journals. He has written for The New York Times, The Los Angeles Times, The Economist, The Times (London), The Boston Globe, The Atlantic, The Annals of Neurology, and elsewhere.

Sam Harris received a degree in philosophy from Stanford University and a Ph.D. in neuroscience from UCLA."
1322666339,"Over 60,000 daily downloads of the Morning Mindset every day, demonstrates how this 6-minute Mindset Reset helps you get started for the day (Oct. of 2020 stat). Of course, you can listen to each daily episode anytime you want, but it's designed to help you get your mind aligned with the truth of God, from the scriptures, every single morning. Episodes are drawn directly from scripture, life-application-based, and challenging to mature and beginning Christ-followers alike. Your host is Carey Green, a retired Pastor who can't seem to retire. Find out more at https://CareyGreen.com or become a monthly partner and get access to our Partners-only podcast feed of bonus material at https://mm-partners.supercast.tech/"
892107837,"A Library of Meditations at Your Finger Tips. Be happy, healthy, more at peace, and sleep better as you're greeted every morning with a daily guided meditation technique. Feel as though you're seated next to your personal meditation teacher Mary Meckley as she takes you on a weekly journey to manage your emotions. New themes each week based on an emotion with different daily meditation techniques to manage stress triggers. You are so worth slowing down for."
1521469332,"Promoting,amapiano"
1416206538,"The John Maxwell Leadership Podcast is a regular examination of what it means to be a transformational leader—someone who daily influences people to think, speak, and act to make a positive difference in their lives and in the lives of others. This podcast will teach you the principles, practices, and process of becoming a transformational leader because leadership isn’t an event—it’s an uphill journey. Every week we will offer a free tool to help you on this journey, so let leadership authority Dr. John C. Maxwell show you the way."
1530452735,"Good Music Thursdays Podcast is an extension of the Good Music Thursdays sessions, hosted by Dj China & Dj Tino every Thursday. Serving some of the best local & international deep & soulful house, lounge, disco & break beats, with guest features from local dj's.
For more info, like our page on Facebook & follow us on Instagram.
Social Media Handles:
Facebook: Good Music Thursdays
Instagram: @GoodMusic_Thursdays
YoouTube Channel Coming Soon...
Follow your Dj:
Facebook: Chyna Salemane | Instagram: @China_Deepinsid | Twitter: @China_Deepinsid
Facebook: Tebello Tino Moorosi | Instagram: @Tino.Moorosi | Twitter: @TinoMoorosi"
218453800,"Through this podcast, John and Lisa Bevere hope to challenge and prepare you for a successful life in Christ. For more information or to contact us visit our website at MessengerInternational.org"
1512968943,African Jackson's Music Podcasts
451295014,"
      <p>Welcome to being Bulletproof, the State of High Performance where you take control and improve your biochemistry, your body, and your mind so they work in unison, helping you execute at levels far beyond what you’d expect, without burning out, getting sick, or just acting like a stressed-out a-hole.</p><p>Bulletproof Radio was born out of a&nbsp;20-year single-minded crusade to upgrade the human being using every available technology. It distills the knowledge of world-class&nbsp;doctors, biochemists, scientists, Olympic nutritionists, meditation experts, and mavericks. Dave has spent more than $1M on personal health&nbsp;experiments. From private brain EEG facilities hidden in a Canadian forest to remote monasteries in Tibet, from Silicon Valley to the Andes, high-tech entrepreneur Dave Asprey used hacking techniques and tried everything himself, obsessively focused on discovering: What are the simplest things you can do to be better at everything? </p><p>It used to take a lifetime to radically rewire the human body and mind. Technology has changed the rules. Follow along as Dave Asprey and guests provide you with everything you need to upgrade your mind, body, and life.</p>
    "
1440133626,"Hosted by Anushka Asthana and Rachel Humphreys, Today in Focus brings you closer to Guardian journalism. Combining personal storytelling with insightful analysis, this podcast takes you behind the headlines for a deeper understanding of the news, every weekday "
1499860465,"<p>Oprah is opening the vault of The Oprah Winfrey Show with 25 years of hand-picked legendary interviews, a-ha moments, ugly cries and unforgettable surprises. A lot has changed since she ended the show, but many of our personal struggles have stayed the same. We&rsquo;re all still looking to connect, to be seen and to know that we&rsquo;re not alone. We&rsquo;re also looking for some joy, some laughs and some much-needed inspiration. As we head into this new decade, what better time to look back and reflect, to take stock of how we&rsquo;ve grown and to be reminded that we&rsquo;re all in this together. The Oprah Winfrey Show aired from September 8th, 1986 to May 25, 2011 with 4,561 episodes. The show remains the highest-rated daytime talk show in American television history, averaging between 10 to 20 million viewers a day.</p>
<p><br><br><br></p>"
1039991663,"TED-Ed's commitment to creating lessons worth sharing is an extension of TED's mission of spreading great ideas. Within TED-Ed's growing library of TED-Ed animations, you will find carefully curated educational videos, many of which represent collaborations between talented educators and animators nominated through the TED-Ed website (ed.ted.com)."
1065559535,"For 16 years, the Modern Love column has given New York Times readers a glimpse into the complicated love lives of real people.
Since its start, the column has evolved into a TV show, three books and a podcast. Now, we are excited to announce a relaunch of the podcast at The Times, hosted by Daniel Jones, the editor and creator of Modern Love, and Miya Lee, editor of Tiny Love Stories and Modern Love projects.
Each week, we’ll bring you their favorite stories from the column’s vast archive, conversations with the authors, and a few surprises. New episodes every Wednesday."
1555203383,"Nuus met Spies is 'n potsending wat elke Vrydag die voorafgaande week se belangrike nuusgebeure akkuraat, betroubaar en sinvol uiteensit. Die joernalis Mia Spies vat die inligting wat elke landsburger behoort te weet saam en verweef dit met nuusmakers se eie woorde. Die grootste nuusgebeurtenis van die week word ook kortliks deur 'n kenner op die gebied ontleed."
1333552422,"pemHealth has become overcomplicated. I aim to simplify it emppbrppIn this podcast, we hear stories from leading health experts and exciting personalities who offer easy health lifehacks, expert advice and debunk common health myths giving you the tools to revolutionise how you eat, sleep, move and relax. Hosted by Dr Chatterjee  one of the most influential GPs in the country with nearly 20 years experience, star of BBC 1s Doctor In the House, and author of international bestselling book a hrefhttpamzn.to2yGfpuB relnoopener noreferrer targetblankThe 4 Pillar Plana  Feel Better, Live More aims to inspire, empower and transform the way we feel. When we are healthier we are happier because when we feel better we live more.ppFind out more on a hrefhttpsdrchatterjee.comblogcategorypodcast relnoopener noreferrer targetblankdrchatterjee.compodcasta. Follow me on a hrefhttpswww.instagram.comdrchatterjee relnoopener noreferrer targetblankinstagram.comdrchatterjeea, a hrefhttpstwitter.comdrchatterjeeuk relnoopener noreferrer targetblanktwitter.comdrchatterjeeuka and a hrefhttpswww.facebook.comDrChatterjee relnoopener noreferrer targetblankfacebook.comDrChatterjeea. Find out about Dr Chatterjees bestselling books a hrefhttpamzn.to2yGfpuB relnoopener noreferrer targetblankThe 4 Pillar Plana, a hrefhttpsamzn.to2MZ8u8h relnoopener noreferrer targetblankThe Stress Solutiona, a hrefhttpsamzn.to2G0XK7l relnoopener noreferrer targetblankFeel Better in 5a and a hrefhttpsamzn.to2W6bsOE relnoopener noreferrer targetblankFeel Great Lose Weighta.p"
1070649025,"The Craig Groeschel Leadership Podcast offers personal, practical coaching lessons that take the mystery out of leadership. In each episode of the Craig Groeschel Leadership Podcast, Craig brings you empowering insights and easy-to-understand takeaways you can use to lead yourself and lead your team. You’ll learn effective ways to grow as a leader, optimize your time, develop your team, and structure your organization."
1223803641,"The Therapy for Black Girls podcast is a weekly conversation with Dr. Joy Harden Bradford, a licensed psychologist in Atlanta, Georgia, about all things mental health, personal development, and all the small decisions we can make to become the best possible version of ourselves."
1475466071,The Official Fantasy Premier League Podcast. Join James Richardson every Friday for the best FPL briefing in the world. Subscribing to this show will be the greatest signing you make all season.
1296350485,"Explore true stories of the dark side of the Internet with host Jack Rhysider as he takes you on a journey through the chilling world of hacking, data breaches, and cyber crime."
1128343449,"Deep House Cats (SA) is a South African Based Independent Vinyl & Digital Record Label representing upcoming house music producers with focus on Deep House, Tech and Soulful from around the country and beyond the borders. Our releases can be found on traxsource, juno, itunes and major online stores. Do support the craft and listen to our bi-weekly shows mixed by Tarse P, Groove Govnor, Dj Relle, Gruvv Wiz and guest djs.

keep an open mind and enjoy the music _ Leave a comment and share with your friends.

Let house music dance through your body ! :-)

Disclaimer: Mixes posted here are created for the Djs own experimentation and entertainment, not for profit. The Djs may not be the author or owner of the copyrights of the component tracks. If you like the tracks, support the artists and buy the originals available at major digital store and/or your nearest record store

Thanks for Listening"
1550666283,"The Prompt Us podcast is the honest conversation about modern faith through the eyes of three gen-z guys. Prompt Us aims to fill the largest gap that is blaring in the media industry today. The giant space where the pendulum swings between practical ambition and spirituality. Through the most humorous yet deeply motivational form of banter, us three best bros will offer insight on topics where faith, relationships, and professional life all intersect, encouraging radical personal growth. Ultimately, the podcast is titled “Prompt Us” because every conversation will be prompted by the audience themselves, offering a format that discusses exactly what the audience is hungry to hear but no one else is talking about. Over the years of friendship, our trio has developed a master skill set at skating the line of humor and light heartedness while filling every conversation with the truth, clarity, and motivation that young adults in this generation so desperately desire."
1039481487,The official Podcast of The Potters House One LA & Denver
1292363943,"#DeepHouse #BrokenBeat #Lounge #EasyListening #House
"
942777522,"Welcome to The Psychology Podcast with Scott Barry Kaufman, where we give you insights into the mind, brain, behavior and creativity. Each episode we’ll feature a guest who will stimulate your mind, and give you a greater understanding of your self, others, and the world we live in. Hopefully, we’ll also provide a glimpse into human possibility! Thanks for listening and enjoy the podcast. Support this podcast: <a href=""https://anchor.fm/the-psychology-podcast/support"" rel=""payment"">https://anchor.fm/the-psychology-podcast/support</a>"
1317823455,"Mindvalley is the world’s leading personal growth education company with a mission to teach wisdom and transformational ideas that our education system ignores. The Mindvalley podcast brings the best minds under one roof to discuss powerful ideas in personal growth for mind, body, spirit and work. Get results that stick"
1453911226,"Join best friends MacKenzie Wilson and Mackenzie Baker from Delight Ministries as they talk unfilitered about all things relationships, faith, and well... girls! This podcast is for the girl expectant for her future, for the girl who is ready to grow. and the girl who needs some honest answers. Get ready, because this is for you."
1547504297,"Years ago, a therapist said in our very first session that there are only two things that we can truly control in our lives - our own perception and our own behavior. That's it. Nothing more than that.  Each week, The Laverne Cox Show will feature intimate conversations with folks who help me to see and think differently so that maybe I can act differently. It is my hope that this becomes a place that fosters perspectives that might inspire new behavior in each of us, which in turn gets us closer to becoming the very best versions of ourselves. Let's have a spiritual makeover together. "
1503921457,"
      <p>Phoebe reads a mystery novel.</p>

<p>Our other shows are <em><a href=""https://thisiscriminal.com/?utm_source=PRaM&amp;utm_medium=pod-description&amp;utm_campaign=PRaM"" rel=""nofollow"" target=""_blank"">Criminal</a></em><a href=""https://podcasts.apple.com/us/podcast/criminal/id809264944"" rel=""nofollow"" target=""_blank""> </a>and <em><a href=""https://podcasts.apple.com/us/podcast/this-is-love/id1337100398"" rel=""nofollow"" target=""_blank"">This is Love.</a></em></p>
    "
1482332890,The best podcast brought to you by GeeGo featuring the best DJs from around the world.
1458654443,"<p>Oprah Winfrey and one of the great spiritual thinkers of our time, Eckhart Tolle, present their 10-part series on Eckhart’s ground-breaking book, “A New Earth: Awakening to Your Life’s Purpose.”</p>"
1501213645,"We bring you daily Abraham Hicks Material in an easy to listen to podcast format!

To learn more about the teachings of Abraham Hicks and purchase full audio go to:  https://www.abraham-hicks.com/

Check out our collection of eclectic podcasts &amp; other free offerings at:  https://www.solgood.org/    

All Abraham-Hicks audio materials are copyrighted by Esther Hicks and we are sharing these following the USE OF COPYRIGHTED MATERIAL GUIDELINES: https://www.youtube.com/user/AbrahamHicks/about
 Support this podcast: <a href=""https://anchor.fm/abrahamhicksdaily/support"" rel=""payment"">https://anchor.fm/abrahamhicksdaily/support</a>"
1545444200,"We all want to get to the next level of our career, but so many of us get stuck. Longtime leadership coach Muriel Wilkins takes you inside real-life leadership coaching sessions with high performers working to overcome professional challenges and grow as leaders. Listen in on real conversations and leave with new insights and practical guidance for your own career.

The views expressed on this podcast are those of its hosts, guests, and callers, and not those of Harvard Business Review."
1352546554,"Gwyneth Paltrow and goop's Chief Content Officer Elise Loehnen chat with leading thinkers, culture changers, and industry disruptors—from doctors to creatives, CEOs to spiritual healers—about shifting old paradigms and starting new conversations."
1075744322,Wealth manager Warren Ingram's weekly contributions on The Money Show have built this impressive archive of audio on a broad range of themes.
73802620,"Download the latest documentaries investigating global developments, issues and affairs."
1227971746,"
      <p>The best startup advice from Silicon Valley &amp; beyond. Iconic CEOs — from Nike to Netflix, Starbucks to Slack — share the stories &amp; strategies that helped them grow from startups into global brands.</p><p>On each episode, host Reid Hoffman — LinkedIn cofounder, Greylock partner and legendary Silicon Valley investor — proves an unconventional theory about how businesses scale, while his guests share the story of how I built this company. Reid and guests talk entrepreneurship, leadership, strategy, management, fundraising. But they also talk about the human journey — with all its failures and setbacks.&nbsp;</p><p>With original, cinematic music and hilariously honest stories, Masters of Scale is a business podcast that doesn’t sound like a business podcast. </p><p>Guests on Masters of Scale have included the founders and CEOs of Netflix, Google, Facebook, Starbucks, Nike, Fiat, Spotify, Instagram, Airbnb, Uber, Paypal, Huffington Post, Twitter, Medium, Bumble, Yahoo, Slack, Spanx, Shake Shack, Dropbox, TaskRabbit, 23&amp;Me, Mailchimp, Evite, Flickr, CharityWater, Endeavor, IAC and many more.</p>
    "
1353058891,"Fearne Cotton talks to incredible people about life, love, loss, and everything in-between as she reveals what happiness means to them."
1539535133,"Leading functional medicine expert and best-selling author Dr. Will Cole has consulted thousands of people around the world on their health journey. Now is the time for your wellness journey. A manifesto for a new breed of health seekers, The Art Of Being Well is a fresh infusion of grace and lightness into wellness. Here we will explore exciting ways for you to nurture your body, spirit, mind and relationships. From this place of using self-care as a form of self-respect, you can discover your own metamorphosis."
1507423923,What is the internet doing to us? The Times tech columnist Kevin Roose discovers what happens when our lives move online.
1051557000,"There are a lot of fads, blogs and strong opinions, but then there’s SCIENCE. Science Vs is the show from Gimlet that finds out what’s fact, what’s not, and what’s somewhere in between. We do the hard work of sifting through all the science so you don't have to and cover everything from 5G and Pandemics, to Vaping and Fasting Diets."
1462681901,"Jordan Peterson Archive is a collection of clips from lectures, talks, Q&A's and advice from the great man, Jordan B. Peterson"
1457336351,"Welcome to the Dr. Joe audio experience. 
We will be bringing you weekly content from Dr. Joe. This will range from interviews, lectures, Q&A and more!

Dr. Joe Dispenza, is an international lecturer, researcher, corporate consultant, author, and educator who has been invited to speak in more than 32 countries on five continents. As a lecturer and educator, he is driven by the conviction that each of us has the potential for greatness and unlimited abilities. In his easy-to-understand, encouraging, and compassionate "
1466824259,"Deepen your language skills and knowledge of the French-speaking world through fascinating true stories in easy-to-follow French, with added English for context. From Duolingo, the world's #1 way to learn a language. Hosted by Ngofeen Mputubwele."
342735925,"Eight tracks, a book and a luxury: what would you take to a desert island? Guests share the soundtrack of their lives."
1508985962,"Stuck at home, Louis is using the lockdown to track down some high-profile people he's been longing to talk to - from all walks of life and on both sides of the Atlantic."
470623173,"
      <p>What does exercise do to your brain? Can psychedelics treat depression? From smart daily habits to new medical breakthroughs, welcome to TED Health. TED speakers answer questions you never even knew you had, and share ideas you won't hear anywhere else, all around how we can live healthier lives.</p>
    "
1541777977,"Jumpers Jump Podcast hosted by Carlos Juico and Gavin Ruta. Jump in with us, as we discuss topics on pop culture, streetwear, our personal adventures, and life as young entrepreneurs finding success through our passions. Jumpers Jump, so take that leap!"
1512546904,"<p><ins>FREE DEVOTIONAL FROM CHRISTINE</ins><br>Christine's 14-day Spiritual Growth Spurts devotional will equip you to activate your spiritual growth, see transformation and healing from your past, and empower you to thrive right where you are today. Get your free copy today at <a href=""https://www.christinecaine.com/podcastdevotional"" target=""_self"">ChristineCaine.com</a>.</p>
<p><br><ins>ABOUT THE PODCAST</ins><br>We live in a world that whispers that you’re not enough. That you are defeated. That you are disqualified because of your past. These lies are everywhere, everyday. You read about them, hear about them, and interact with them. But Christine Caine is here to speak above that noise with the truth of how God sees you, and who he’s created you to be, so you can make his name famous! She will equip and empower you to create change in this world and live out your God given destiny! If you desire to bring hope, create change, and see yourself the way God sees you, this podcast is for you. </p>
"
844102142,"From homeless, high school drop out to Entrepreneur, C.E.O. and Ph.D.! Hear first hand how Eric was able to defy the odds, and single-handedly break the negative generational cycles that plagued his family for decades. Join the conversation with ET and co-host Carlas Quinney Jr. and learn how you too can create the life you deserve."
334204277,Joseph Prince Audio Podcast
1550649360,"It's your mom's favourite podcast. Comedians Tats Nkonzo, Robby Collins and Loyiso Madinga just press record and talk. It's better than any conversation you've ever overheard. "
1439655378,"Welcome to Pretty Basic, a weekly podcast hosted by two, twenty-something year old best friends and digital creators, Alisha Marie & Remi Cruz. Each week they welcome listeners into their daily life for a special helping of the tea you're not getting from their wildly popular YouTube channels. From fun lighthearted conversations about dating to sharing their tips on how to feel more confident - each week you'll be left wanting more ""content, baby, content."" New episodes every Wednesday!"
150892556,"Groundbreaking Peabody Award-winning conversation about the big questions of meaning — spiritual inquiry, science, social healing, and the arts. Each week a new discovery about the immensity of our lives. Hosted by Krista Tippett. New conversations every Thursday, with occasional extras. "
94688506,"
            
        Spend an hour in someone else's life. Conversations draws you deeper into the life story of someone you may have heard about, but never met.
            
        "
213334232,"<p dir=""ltr"">Australian comedy duo Hamish Blake and Andy Lee continue to taunt each other and their button-pusher Jack with a weekly show that is more about their listeners than it is about themselves. Hamish &amp; Andy question and test the smaller things in life, no pondering too small. Visit<strong> &nbsp;<a href=""https://protect-au.mimecast.com/s/MjrxC6XQYZuVMZ7pcphzJv?domain=hamishandandy.com"">hamishandandy.com</a></strong></p>"
928350893,"<p>The thrice-weekly podcast that's smart, often silly and sometimes surprising. Absolutely everything is up for discussion: from pop culture to politics, body image to motherhood, feminism to fashion. Join Mamamia's Holly Wainwright, Mia Freedman and Jessie Stephens as they cover what everyone's talking about this week.</p>"
1217681421,"Think nothing ever happens in your town? Australia's suburbs are home to some of the most mysterious and disturbing true crime cases in the world.

Meshel Laurie is a true crime obsessive.  Emily Webb is a true crime author. And together with expert interviews with writers, victims, investigators and perpetrators, they probe the underbelly of our towns and suburbs, and uncover the darkness at the heart of Australian life. <p>Support this show <a target=""_blank"" rel=""payment"" href=""http://supporter.acast.com/australiantruecrime"">http://supporter.acast.com/australiantruecrime</a>.</p>"
1451469361,"Do you find the news cycle overwhelming?  Depressing? Confusing? Boring? Endless?
Then you need The Quicky.   Mamamia's daily podcast that gets you up to speed on the top stories, then deep dives on one topic you want to know more about.  
It's the easiest and most enjoyable way to get across the news every day."
1501500390,"
            
        Coronacast is a podcast that answers your questions about coronavirus. We break down the latest news and research to help you understand how the world is living through a pandemic.
            
        "
1468033698,<p>Millennial money expert Victoria Devine shares her foolproof tips for financial freedom.</p>
1461999702,"A daily news show from the publisher of The Monthly and The Saturday Paper. Hear from the country’s best reporters, covering the news as it affects Australia. This is news with narrative, every weekday."
1552975779,"<p>Welcome to Skincare School the podcast, your ultimate skincare study guide. Join Adore Beauty&rsquo;s Senior Editor Amy Clark and Dr. Michelle Wong from Lab Muffin Beauty Science as they take things right back to basics. Because it's time to make skin care simple, accessible, and most importantly, F-U-N! New episodes coming soon...</p>"
1554973779,"<p>Australian rugby once had $40 million in the bank. Crowds over 100,000. TV audiences of 3 million. Today the Wallabies have sunk to their lowest world ranking ever. Off the field rugby is a ""war zone"" with a $20 million deficit last year alone.</p>
<p>The Breakdown is a gripping podcast investigation from The Australian, exploring just how far ""the game they play in heaven"" has fallen - and why. Jessica Halloran and Claire Harvey have interviewed everyone from ex-PMs and billionaires to Wallabies legends, boardroom insiders and the volunteers battling to keep the game alive. Raw and emotional, The Breakdown is the new binge-listen everyone will be talking about.</p>
<p>The Breakdown can be heard via The Australian's app right now. Search for and download The Australian's app to hear The Breakdown first.</p>
<p>Host: Jessica Halloran, Chief Sports Writer - The Australian</p>
<p>Producer: Claire Harvey, Editorial Director - The Australian</p>
<p>Production: Dylan Adams</p>
<p>Guests:</p>
<p>David Campese - Australia&rsquo;s greatest ever try-scorer</p>
<p>Teki Tuipulotu - President of the Blacktown Scorpions</p>
<p>Khoder Nasser - Player agent of Quade Cooper and Sonny Bill Williams&nbsp;</p>
<p>Nick Farr-Jones - Former Wallabies captain</p>
<p>John Eales - Former Wallabies captain and long-time ARU board member</p>
<p>John Howard - Former PM and devoted Wallabies fan</p>
<p>John O&rsquo;Neill - Former ARU CEO</p>
<p>John Coates - President of the Australian Olympic Committee and Chair of the Australian Olympic Foundation</p>
<p>Mat Rogers - Dual code star&nbsp;</p>
<p>Justin Harrison - Former Wallaby and RUPA boss</p>
<p>George Gregan - Former Wallabies captain</p>
<p>Phil Kearns - Former Wallabies captain&nbsp;</p>
<p>Alan Jones - Former Wallabies coach and broadcaster</p>
<p>Andrew Forrest - Billionaire and Western Force owner&nbsp;</p>
<p>Michael Cheika - Former Wallabies coach</p>
<p>Ann Sherry - Former ARU board member</p>
<p>Stephen Moore - Former Wallabies captain&nbsp;</p>
<p>Hamish McLennan - Current Rugby Australia chair</p>
<p>Colin Smith - sports broadcast rights expert</p>
<p>Gary Flowers - Former ARU CEO</p>
<p>Jeff Messitt - The Wavers Falcons rugby club secretary&nbsp;</p>
<p>To read about The Breakdown and dive deeper into the multimedia experience take out a subscription at <a href=""http://theaustralian.com.au/thebreakdown"">theaustralian.com.au/thebreakdown</a> or download The Australian app at your app store</p>"
1553858670,"<p>Canvassing a wide range of topics and with a line-up of experts, famous friends and everyday Australians among the guests Samantha Armytage discusses an array of subjects in a conversational but in-depth forum. A new episode of Something To Talk About is published every Sunday.&nbsp;</p>"
1482061243,"You’ve seen the headlines, now hear the Full Story. Every weekday, join Guardian journalists for a deeper understanding of the news in Australia and beyond. Subscribe for free on  Apple Podcasts,  Google Podcasts,  Spotify or any other podcasting app"
1469153910,<p>True Crime Conversations explores the world's most notorious crimes by speaking to the people who know the most about them. Hosted by Jessie Stephens.&nbsp;</p>
1476501557,"<p>We're all imperfect. On this podcast, Hugh van Cuylenburg, founder of The Resilience Project chats to a variety of interesting people who are willing to make themselves vulnerable, by sharing their own struggles and imperfections. Hugh and good friend Ryan Shelton then discuss some valuable take aways we can all apply to our own imperfect lives.</p>"
1550543719,"
            
        Science is a complicated and thankless task that can only be made worse for scientists by being put in a room with four comedians and having their field of study mocked and misunderstood by a panel. Which is why it brings us no joy as that's exactly what we've done with The Pop Test.
            
        "
1472126503,"Talking all things love, life, lust, and a bunch of other stuff. Nothing is off limits in this podcast that navigates relationships and dating in the modern day. Brought to you by two bachelor finalists Brittany Hockley and Laura Byrne."
1549225698,"Trump’s Last Stand: How much damage can a sitting president do in a day or a week or two months? In the first series of How It Happened, national political reporter Jonathan Swan reveals the inside story of Donald Trump’s last few months in office. The story starts with his COVID-19 recovery and ends with the insurrection at the Capitol."
995159486,"More than 300,000 women join Mia Freedman each week as she has candid conversations with interesting people who have fascinating stories to share. From Olivia Newton-John, Serena Williams, Marian Keyes, Liane Moriarty, athletes, actors, politicians, business leaders, authors and regular people who have achieved extraordinary things….they all let their guard down and open up in a way that’s positive and riveting."
1146329262,"<p>Where the biggest names in the world of sport go one-on-one with sports journalist Mark Howard. From ultimate highs to tear-jerking lows, Howie lifts the lid on the real stories behind the headlines. He sits down with the biggest names in Australian &amp; world sport, finding out how they started out, what makes them tick, how they deal with the big wins and the big losses, and how they take on sport and life from here.</p>
<p>For more episodes download the free LiSTNR app.</p>"
413046628,"<p>Australia's #1 radio show. Kyle &amp; Jackie O are joined every day by the world's biggest stars on Sydney's number 1 hit music station, KIIS1065.
</p><p>
</p><p>Get the FULL SHOW on demand daily, plus mini best-bit episodes for your quick fix.</p>"
1502954097,"Mindset hacks to live the most badass life. All things self growth, self love, relationship and learning to give less of a f**k will be discussed here, with some neuroscience thrown in for good measure."
