country,rank,name,id,releaseDate,Primary_Genre,Other_Genre,Artist,FeedURL
za,32,Kwik Brain with Jim Kwik,1208024744,2020-10-26,Self Help,"Education,Business,","Jim Kwik, Your Brain Coach, Founder www.KwikLearning.com",https://kwikbrain.libsyn.com/rss
za,33,Mommy Doomsday,1540849480,2021-02-09,True Crime,"Society & Culture,",NBC News,https://podcastfeeds.nbcnews.com/mommy-doomsday
za,34,Astray,1552069504,2021-03-03,True Crime,"Society & Culture,",iHeartRadio,https://feeds.megaphone.fm/HSW2031154223
za,35,MoneywebNOW,1511485972,2020-12-24,Business News,"News,Business,",Moneyweb Radio,https://iono.fm/rss/chan/5240
za,36,DJ PH,1466064652,2020-12-02,Music,,DJ PH,http://iamph.prologiq.co.za/feed.xml
za,37,Djy Jaivane,1522318033,2020-10-08,Music,,Djy Jaivane,https://hearthis.at/djy-jaivane/podcast/?limit=500
za,38,Joyce Meyer Radio Podcast,152564333,2020-10-28,Christianity,"Religion & Spirituality,Health & Fitness,Mental Health,",Joyce Meyer,http://feeds.feedburner.com/joycemeyer/SFiE
za,39,Economist Radio,151230264,2020-10-28,News,,The Economist,https://rss.acast.com/theeconomistallaudio
za,40,This is Paris,1552058389,2021-03-01,Society & Culture,,iHeartRadio & Paris Hilton,https://feeds.megaphone.fm/HSW2082099215
za,41,Get Sleepy: Sleep meditation and stories,1487513861,2020-10-26,Alternative Health,"Health & Fitness,Fiction,Drama,",Get Sleepy,https://feeds.simplecast.com/IXxBBvKz
za,42,Against The Odds,1553335461,2021-02-11,Society & Culture,"History,",Wondery,https://rss.art19.com/against-the-odds
za,43,The Michelle Obama Podcast,1532956108,2020-09-30,Relationships,"Society & Culture,Personal Journals,",Higher Ground & Spotify,https://feeds.megaphone.fm/tmopwide
za,44,TED Business,470622782,2020-10-26,Business,,TED,http://feeds.feedburner.com/iTunesPodcastTTBusiness
za,45,Serial Killers,1205030005,2020-10-26,True Crime,"History,",Parcast Network,https://feeds.megaphone.fm/END1032105222
za,46,Deeper Shades of House - weekly Deep House Podcast with Lars Behrenroth,205578441,2020-10-23,Music,,Lars Behrenroth,http://feeds.feedburner.com/dsoh
za,47,How I Built This with Guy Raz,1150510297,2020-10-26,Business,,NPR,https://feeds.npr.org/510313/podcast.xml
za,48,No Such Thing As A Fish,840986946,2020-10-23,Comedy,,No Such Thing As A Fish,https://audioboom.com/channels/2399216.rss
za,49,"Rich Dad Radio Show: In-Your-Face Advice on Investing, Personal Finance, & Starting a Business",833641766,2020-10-28,Investing,"Business,Education,",The Rich Dad Radio Network,https://feeds.megaphone.fm/richdad
za,50,Transformation Church,1348831124,2020-10-24,Religion & Spirituality,,Transformation Church,http://feeds.soundcloud.com/users/soundcloud:users:326798187/sounds.rss
za,51,Texx Talks,1501735272,2021-02-17,Music Interviews,"Music,Music Commentary,",Texx Talks,https://texxtalks.libsyn.com/rss
za,52,The Lebo Lion Podcast,1397427305,2021-02-01,Business,,Lebo Lion,https://feeds.soundcloud.com/users/soundcloud:users:448772583/sounds.rss
za,53,Don't Shoot The Messenger,1504738445,2021-02-28,News Commentary,"News,",Daily Maverick,https://iono.fm/rss/chan/5088?codec=mp3&quality=high
za,54,BlackMusic Experience,1508391516,2020-05-26,Music,,JazziDisciples,https://jazzidisciples.podomatic.com/rss2.xml
za,55,The School of Greatness,596047499,2020-10-28,Alternative Health,"Health & Fitness,Education,",Lewis Howes,https://rss.art19.com/the-school-of-greatness
za,56,dj maphorisa's Podcast,1484003537,2020-05-06,Music,,dj maphorisa,https://maphorisa6.podomatic.com/rss2.xml
za,57,Sadhguru,347854569,2021-02-19,Spirituality,"Religion & Spirituality,",Sadhguru Official,https://feeds.hubhopper.com/cf7fbc47963d87fed1ad5e2e5c2faef0.rss
za,58,Honey I’m Home,1551459171,2021-02-01,Self Help,"Education,",Thando Au,https://anchor.fm/s/492458d0/podcast/rss
za,59,Africa Daily,1547235591,2021-01-20,News,,BBC World Service,https://podcasts.files.bbci.co.uk/p0925ydp.rss
za,60,Bread4Soul Sessions,971122157,2020-08-16,Music,,Sir LSG,https://bread4soul.podomatic.com/archive/rss2.xml
za,61,WHOA That's Good Podcast,1433974017,2021-03-03,Christianity,"Religion & Spirituality,Business,",Sadie Robertson,https://feeds.megaphone.fm/LEW1514366617
za,62,The Fantastic History Of Food,1470375638,2020-10-02,History,,Nick Charlie Key,https://anchor.fm/s/9cd3ae4/podcast/rss
za,63,WorkLife with Adam Grant,1346314086,2021-01-31,Management,"Business,",TED,https://feeds.feedburner.com/WorklifeWithAdamGrant
za,64,Hidden Brain,1028908750,2020-10-26,Social Sciences,"Science,Natural Sciences,",Hidden Brain,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/d2c4e775-99ce-4c17-b04c-ac380133d68c/2c6993d0-eac8-4252-8c4e-ac380133d69a/podcast.rss
za,65,BibleProject,1050832450,2020-10-26,Christianity,"Religion & Spirituality,",BibleProject,https://feeds.simplecast.com/3NVmUWZO
za,66,A Bit of Optimism,1515385282,2020-09-14,Society & Culture,"Education,Self Help,",Simon Sinek,https://feeds.simplecast.com/0aMcqx_F
za,67,This American Life,201671138,2020-10-25,Personal Journals,"Society & Culture,Arts,",This American Life,http://feed.thisamericanlife.org/talpodcast
za,68,The Tony Robbins Podcast,1098413063,2020-12-07,Education,"Business,",Tony Robbins,https://tonyrobbins.libsyn.com/rss
za,69,Freakonomics Radio,354668519,2020-10-22,Documentary,"Society & Culture,",Freakonomics Radio + Stitcher,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/14a43378-edb2-49be-8511-ab0d000a7030/d1b9612f-bb1b-4b85-9c0c-ab0d004ab37a/podcast.rss
za,70,The Bible in a Year (with Fr. Mike Schmitz),1539568321,2020-12-21,Christianity,"Religion & Spirituality,History,",Ascension Catholic Faith Formation,https://feeds.fireside.fm/bibleinayear/rss
za,71,Impact Theory with Tom Bilyeu,1191775648,2020-10-27,Education,"Business,",Tom Bilyeu,https://impacttheory.libsyn.com/rss
za,72,UnF*ck Your Brain,1229434818,2020-11-12,Mental Health,"Health & Fitness,Education,Self Help,",Kara Loewentheil,https://lawyerstresssolution.libsyn.com/rss
za,73,CHARLI AND DIXIE: 2 CHIX,1531221910,2020-10-22,Personal Journals,"Society & Culture,",Ramble and Charli and Dixie D’Amelio,https://feeds.megaphone.fm/2-chix
za,74,The Here We Go Podcast,1554785643,2021-02-23,Soccer,"Sports,",Here We Go,https://www.spreaker.com/show/4799799/episodes/feed
za,75,Kota Embassy Podcasts,1521841754,2020-09-10,Music,,Kota Embassy,https://hearthis.at/kota-embassy-ez/podcast/?limit=500
za,76,MZANSI DEEP- Soulful & Deep House Sessions,1141941405,2021-01-14,Music,,Terence Rhoda,https://capetownbeats.libsyn.com/rss
za,77,The Rich Roll Podcast,582272991,2021-02-04,Self Help,"Education,Health & Fitness,",Rich Roll,https://feeds.acast.com/public/shows/5de6c1c9bd860fd53f965e25
za,78,The Potter's Touch on Lightsource.com,364682371,2020-12-06,Christianity,"Religion & Spirituality,",Bishop T.D. Jakes,https://www.lightsource.com/ministry/the-potters-house/subscribe/podcast.xml
za,79,Dateline NBC,1464919521,2020-12-24,True Crime,"News,",NBC News,https://podcastfeeds.nbcnews.com/dateline-nbc
za,80,Cults,1286818575,2021-03-02,True Crime,"History,",Parcast Network,https://feeds.megaphone.fm/END8327072399
za,81,Tiny Desk Concerts - Audio,657476401,2021-01-21,Music,,NPR,https://feeds.npr.org/510306/podcast.xml
za,82,The Intelligence,1449631195,2020-10-28,Daily News,"News,",The Economist,https://rss.acast.com/theintelligencepodcast
za,83,Sideways,1552027709,2021-03-03,Podcasts,,BBC Radio 4,https://podcasts.files.bbci.co.uk/m000s2kt.rss
za,84,Real Dictators,1516194847,2021-01-26,History,"Fiction,Drama,",Noiser Podcasts,https://feeds.megaphone.fm/NSR6187882468
za,85,Serial,917918570,2020-08-20,News,"True Crime,",This American Life,https://feeds.simplecast.com/xl36XBC2
za,86,Oprah’s Master Class: The Podcast,1401057414,2019-05-30,Society & Culture,,Oprah,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/d75d850d-fd53-4bde-ab3e-aae900132bbf/9c794aa7-76b0-4f6e-9a15-aae900132bd1/podcast.rss
za,87,The Potter's Touch,538401206,2019-08-18,Christianity,"Religion & Spirituality,",Bishop T.D. Jakes,https://feeds.megaphone.fm/TDJ5105637560
za,88,The Ramsey Show,77001367,2021-02-18,Investing,"Business,Education,Self Help,",Ramsey Network,https://daveramsey.libsyn.com/rss
za,89,Shaun101's Podcast,1505786417,2020-09-16,Music,,Shaun101,https://hearthis.at/djshaun-masuku/podcast/?limit=500
za,90,Rotten Mango,1517954480,2021-01-20,True Crime,"Comedy,",Stephanie Soo & Audioboom,https://audioboom.com/channels/5032026.rss
za,91,BizNews Radio,1441394221,2021-03-03,Investing,"Business,News,Business News,",BizNews,https://iono.fm/rss/chan/4829
za,92,"Soul Deep Sessions - ""House Made Sexy""",470846331,2021-01-14,Music,,Mush,https://deejmush.podomatic.com/rss2.xml
za,93,Duolingo Spanish Podcast,1317493077,2021-02-18,Education,"Society & Culture,Places & Travel,",Duolingo,http://spanishpodcast.duolingo.libsynpro.com/rss
za,94,Revisionist History,1119389968,2020-09-10,Society & Culture,,Pushkin Industries,https://feeds.megaphone.fm/revisionisthistory
za,95,Chica Travel with Lelo,1468107412,2020-11-30,Places & Travel,"Society & Culture,",Podcast Studio,https://iono.fm/rss/chan/4406
za,96,Motivational and Inspirational,1493479119,2020-12-29,Entrepreneurship,"Business,",Motivation And Inspiration,https://anchor.fm/s/12266a08/podcast/rss
za,97,Honest Money,1495053060,2020-11-30,Investing,"Business,Management,",Warren Ingram,https://feeds.buzzsprout.com/807923.rss
za,98,The Ben Shapiro Show,1047335260,2020-10-28,News,,The Daily Wire,https://feeds.megaphone.fm/WWO8086402096
za,99,The BossBabe Podcast,1453389736,2021-03-02,Entrepreneurship,"Business,",BossBabe,https://bossbabe.libsyn.com/rss
za,100,Unsolved Murders: True Crime Stories,1122804248,2020-12-15,True Crime,"Society & Culture,",Parcast Network,https://feeds.megaphone.fm/END8394789342
za,101,JSE Direct with Simon Brown,962733842,2021-01-13,Investing,"Business,News,Business News,",JustOneLap.com,https://justonelap.libsyn.com/rss
za,102,That Will Never Work,1550777106,2021-03-02,Entrepreneurship,"Business,Marketing,",Marc Randolph,https://rss.art19.com/that-will-never-work
za,103,Making Sense with Sam Harris,733163012,2020-10-28,Science,"Society & Culture,",Sam Harris,https://wakingup.libsyn.com/rss
za,104,Morning Mindset Daily Christian Devotional,1322666339,2020-12-30,Christianity,"Religion & Spirituality,Spirituality,",Carey Green,https://lbcmorningmindset.libsyn.com/rss
za,105,Daily Meditation Podcast,892107837,2020-10-28,Mental Health,"Health & Fitness,Alternative Health,",Mary Meckley,https://thedailymeditationpodcast.libsyn.com/rss
za,106,Huberman Lab,1545953110,2021-02-08,Health & Fitness,"Education,",Dr. Andrew Huberman,https://hubermanlab.libsyn.com/rss
za,107,Amapiano,1521469332,2020-06-30,Music Commentary,"Music,",Teebest Fisha,https://anchor.fm/s/29617500/podcast/rss
za,108,Lex Fridman Podcast,1434243584,2020-10-30,Technology,"Science,",Lex Fridman,https://lexfridman.com/feed/podcast/
za,109,The John Maxwell Leadership Podcast,1416206538,2020-12-16,Education,"Business,",John Maxwell,https://johnmaxwellleadershippodcast.libsyn.com/rss
za,110,GoodMusicThursdays Podcast,1530452735,2021-02-25,Music,,GoodMusicThursdays Podcast,https://hearthis.at/gmt-podcast/podcast/?limit=500
za,111,Conversations with John & Lisa Bevere,218453800,2021-03-02,Christianity,"Religion & Spirituality,","John & Lisa Bevere, Messenger Network",https://feeds.simplecast.com/WWr9c8Mo
za,112,AMAPIANO PANDEMIC,1512968943,2021-03-05,Music,,African Jackson,https://hearthis.at/jackson-mashala/podcast/?limit=500
za,113,Bulletproof Radio,451295014,2021-03-05,Alternative Health,"Health & Fitness,Education,",Dave Asprey,https://rss.art19.com/bulletproof-radio
za,114,Today in Focus,1440133626,2021-02-19,Daily News,"News,",The Guardian,https://www.theguardian.com/news/series/todayinfocus/podcast.xml
za,115,The Oprah Winfrey Show: The Podcast,1499860465,2021-02-23,Society & Culture,,The Oprah Winfrey Show: The Podcast,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/04343ddf-4cf2-4c01-900c-ab580181221a/fa85f081-7e46-4157-bc94-ab58018153d2/podcast.rss
za,116,TED-Ed: Lessons Worth Sharing,1039991663,2020-08-09,Education,"Science,",TED,http://feeds.feedburner.com/Ted-edPodcast
za,117,Modern Love,1065559535,2020-10-21,Relationships,"Society & Culture,",The New York Times,https://feeds.simplecast.com/0N8Hs1MH
za,118,Nuus met Spies,1555203383,2021-03-04,News Commentary,"News,Daily News,",Mia Spies & Volume,https://feeds.captivate.fm/nuus-met-spies/
za,119,"Feel Better, Live More with Dr Rangan Chatterjee",1333552422,2020-12-23,Alternative Health,"Health & Fitness,Medicine,",Dr Rangan Chatterjee: GP & Author,https://rss.acast.com/feelbetterlivemore
za,120,Craig Groeschel Leadership Podcast,1070649025,2020-12-03,Management,"Business,Entrepreneurship,",Life.Church,https://feeds.simplecast.com/atgtihd0
za,121,Therapy for Black Girls,1223803641,2020-10-28,Mental Health,"Health & Fitness,","Joy Harden Bradford, Ph.D. & iHeartRadio",https://feeds.megaphone.fm/HSW2435428664
za,122,The Official Fantasy Premier League Podcast,1475466071,2021-03-04,Fantasy Sports,"Sports,",Premier League,https://audioboom.com/channels/5001585.rss
za,123,Darknet Diaries,1296350485,2021-03-02,Technology,"True Crime,",Jack Rhysider,https://feeds.megaphone.fm/darknetdiaries
za,124,Deep House Cats - SA,1128343449,2021-02-14,Music,,Deep House Cats - SA,http://feeds.soundcloud.com/users/soundcloud:users:28487730/sounds.rss
za,125,Prompt Us,1550666283,2021-02-22,Spirituality,"Religion & Spirituality,Education,Self Help,",iHeartRadio,https://feeds.megaphone.fm/HSW5588843678
za,126,The Potter's House At One LA,1039481487,2021-01-01,Christianity,"Religion & Spirituality,",The Potter's House At One LA,https://tphone.libsyn.com/rss
za,127,Fistaz Mixwell,1292363943,2021-01-29,Music,,Fistaz Mixwell,http://feeds.soundcloud.com/users/soundcloud:users:138048/sounds.rss
za,128,The Psychology Podcast with Scott Barry Kaufman,942777522,2021-03-04,Social Sciences,"Science,",Scott Barry Kaufman,https://anchor.fm/s/2f55bfc0/podcast/rss
za,129,The Mindvalley Podcast with Vishen Lakhiani,1317823455,2020-12-18,Mental Health,"Health & Fitness,Education,Self Help,",Mindvalley,https://themindvalleypodcas.libsyn.com/rss
za,130,For the Girl,1453911226,2021-03-02,Christianity,"Religion & Spirituality,",For The Girl,https://forthegirl.libsyn.com/rss
za,131,The Proverbs 31 Ministries Podcast,757953988,2021-02-23,Christianity,"Religion & Spirituality,",Proverbs 31 Ministries,https://proverbs31.org/podcasthandler.ashx
za,132,The Laverne Cox Show,1547504297,2021-02-04,Society & Culture,"Education,",iHeartRadio & Shondaland Audio,https://feeds.megaphone.fm/HSW8763825957
za,133,Phoebe Reads a Mystery,1503921457,2021-03-05,Drama,"Fiction,",Criminal & Radiotopia,https://feeds.thisiscriminal.com/PhoebeReadsAMystery
za,134,GeeGo Live,1482332890,2020-10-23,Music,,GeeGo,https://hearthis.at/geego/podcast/?limit=500
za,135,Oprah and Eckhart Tolle: A NEW EARTH,1458654443,2019-03-11,Society & Culture,,Oprah and Eckhart Tolle,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/6d851a02-df0c-4770-98d2-aac701368fa6/88a06fff-9243-4a52-ba43-aac701368fb4/podcast.rss
za,136,Abraham Hicks Daily,1501213645,2021-03-06,Spirituality,"Religion & Spirituality,",Abraham Hicks,https://anchor.fm/s/14b18f64/podcast/rss
za,137,Coaching Real Leaders,1545444200,2021-03-01,Management,"Business,Careers,",HBR Presents / Muriel Wilkins,http://feeds.harvardbusiness.org/harvardbusiness/coaching-real-leaders
za,138,The goop Podcast,1352546554,2021-01-05,Health & Fitness,"Society & Culture,","Goop, Inc. and Cadence13",http://feeds.feedburner.com/goop-podcast
za,139,Personal Finance with Warren Ingram,1075744322,2020-10-22,Investing,"Business,",Primedia Broadcasting,https://www.omnycontent.com/d/playlist/5dcefa8e-00a9-4595-8ce1-a4ab0080f142/588af76e-0e2c-416c-b87e-acac0117125f/01f00c4a-014f-466b-9c7a-acac0117e994/podcast.rss
za,140,The Documentary Podcast,73802620,2020-10-27,History,"News,Society & Culture,",BBC World Service,https://podcasts.files.bbci.co.uk/p02nq0lx.rss
za,141,Red Collar,1541330058,2021-02-23,True Crime,,audiochuck,https://feeds.megaphone.fm/ADL4201344942
za,142,Masters of Scale with Reid Hoffman,1227971746,2021-02-23,Management,"Business,Entrepreneurship,",WaitWhat,https://rss.art19.com/masters-of-scale
za,143,Happy Place,1353058891,2021-03-01,Mental Health,"Health & Fitness,Alternative Health,",Fearne Cotton,https://happyplace.libsyn.com/rss
za,144,The Art of Being Well,1539535133,2021-02-25,Alternative Health,"Health & Fitness,Education,Self Help,","Dear Media, Will Cole",https://artofbeingwell.libsyn.com/rss
za,145,99% Invisible,394775318,2020-10-27,Design,"Arts,",Roman Mars,https://feeds.99percentinvisible.org/99percentinvisible
za,146,The Messy Masterpiece with Tori & Chad,1545841764,2021-03-05,Christianity,"Religion & Spirituality,Education,Self Help,",Tori & Chad,https://feeds.buzzsprout.com/1563014.rss
za,147,Pivot,1073226719,2021-02-16,News Commentary,"News,Tech News,",New York Magazine,https://feeds.megaphone.fm/pivot
za,148,Rabbit Hole,1507423923,2020-06-04,Technology,"Society & Culture,",The New York Times,https://feeds.simplecast.com/oCXij9l2
za,149,The Bible Recap,1440833267,2021-02-25,Christianity,"Religion & Spirituality,",D-Group,https://thebiblerecap.podbean.com/feed.xml
za,150,Science Vs,1051557000,2021-03-05,Science,"Education,",Gimlet,https://feeds.megaphone.fm/sciencevs
za,151,Jordan Peterson Archive,1462681901,2020-07-03,Education,,Jordan Peterson,https://jordanbpeterson.podomatic.com/rss2.xml
za,152,Dr. Joe Dispenza Audio Experience,1457336351,2019-03-18,Health & Fitness,,Dr. Joe Dispenza,https://anchor.fm/s/9973bd8/podcast/rss
za,153,Duolingo French Podcast,1466824259,2020-10-27,Education,"Society & Culture,Places & Travel,",Duolingo,https://frpodcast.libsyn.com/rss
za,154,Desert Island Discs,342735925,2021-02-21,Personal Journals,"Society & Culture,",BBC Radio 4,https://podcasts.files.bbci.co.uk/b006qnmr.rss
za,155,Grounded with Louis Theroux,1508985962,2021-02-01,Personal Journals,"Society & Culture,",BBC Radio 4,https://podcasts.files.bbci.co.uk/p089sfrz.rss
za,156,Pastor Rick's Daily Hope,631094342,2021-02-04,Christianity,"Religion & Spirituality,",PastorRick.com,https://pastorrick.com/rssPodcastGenerator.php?type=itunes
za,157,The Daily Mastery Podcast by Robin Sharma,1521068608,2020-10-27,Self Help,"Education,Business,Entrepreneurship,",Robin Sharma,https://feeds.buzzsprout.com/1182776.rss
za,158,TED Health,470623173,2021-02-23,Health & Fitness,,TED,http://feeds.feedburner.com/iTunesPodcastTTHealth
za,159,Jumpers Jump,1541777977,2021-02-14,Comedy,,Jumpers Jump Podcast,https://anchor.fm/s/4100ec90/podcast/rss
za,160,Equip and Empower with Christine Caine,1512546904,2021-02-25,Christianity,"Religion & Spirituality,",AccessMore,https://www.accessmore.com/podcast?categoryID2=125
za,161,"The Secret To Success with CJ, Karl, Jemal & Eric Thomas",844102142,2020-12-31,Self Help,"Education,Health & Fitness,",Eric Thomas Ph.D.,https://secrettosuccess.libsyn.com/rss
za,162,Timothy Keller Sermons Podcast by Gospel in Life,352660924,2020-10-23,Christianity,"Religion & Spirituality,Spirituality,",Tim Keller,https://podcast.gospelinlife.com/feed.xml
za,163,Joseph Prince Audio Podcast,334204277,2021-02-28,Christianity,"Religion & Spirituality,",Joseph Prince,http://feeds.feedburner.com/JosephPrinceAudioPodcast
za,164,TheDopeAssPodcast,1550649360,2021-02-14,Comedy,,the dope ass podcast,https://anchor.fm/s/496c2868/podcast/rss
za,165,Pretty Basic with Alisha Marie and Remi Cruz,1439655378,2021-03-03,Personal Journals,"Society & Culture,Relationships,",Ramble,http://feeds.feedburner.com/pretty-basic
za,166,On Being with Krista Tippett,150892556,2021-02-18,Society & Culture,"Religion & Spirituality,",On Being Studios,https://feeds.simplecast.com/AuAxH_Bf
za,167,Lore,978052928,2021-02-15,History,"Society & Culture,",Aaron Mahnke and Grim & Mild,https://feeds.megaphone.fm/lore
au,1,Conversations,94688506,2020-10-28,Relationships,"Society & Culture,",ABC Radio,http://www.abc.net.au/radio/programs/conversations/feed/7711104/podcast.xml
au,2,Hamish & Andy,213334232,2020-10-28,Comedy,,PodcastOne Australia,https://www.omnycontent.com/d/playlist/820f09cf-2ace-4180-a92d-aa4c0008f5fb/0786e9ff-0519-43d3-a0cd-aa4c0176ad25/2bf97b40-59cd-424a-ba35-aa4c0176ad25/podcast.rss
au,3,Against The Odds,1553335461,2021-02-23,Society & Culture,"History,",Wondery,https://rss.art19.com/against-the-odds
au,4,Mamamia Out Loud,928350893,2020-10-28,Society & Culture,,Mamamia Podcasts,https://www.omnycontent.com/d/playlist/3ea926be-9be7-482a-8ac3-a44f016e43d1/fb1f46f6-b3d6-4068-8ab5-a44f016e5066/7f09e143-5892-47cc-a7e2-a4e4015c8eee/podcast.rss
au,5,Australian True Crime,1217681421,2020-10-25,True Crime,"Society & Culture,",Meshel Laurie,https://rss.acast.com/australiantruecrime
au,6,The Quicky,1451469361,2020-10-27,News,,Mamamia Podcasts,https://www.omnycontent.com/d/playlist/3ea926be-9be7-482a-8ac3-a44f016e43d1/960d5fc1-9c1f-4011-890c-a9ea00054a73/0d19655e-8992-4249-8eeb-a9ea00058b76/podcast.rss
au,7,Mommy Doomsday,1540849480,2021-02-09,True Crime,"Society & Culture,",NBC News,https://podcastfeeds.nbcnews.com/mommy-doomsday
au,8,Living your best life Podcast,1503645220,2021-03-03,Society & Culture,,livingyourbestlifewithabbeanderin,https://feed.podbean.com/livingyourbestlifewithabbeanderin/feed.xml
au,9,Coronacast,1501500390,2020-10-28,Daily News,"News,",ABC News,http://www.abc.net.au/radio/programs/coronacast/feed/12017248/podcast.xml
au,10,She's On The Money,1468033698,2020-10-27,Business,,Victoria Devine,https://feeds.megaphone.fm/shes-on-the-money
au,11,7am,1461999702,2020-10-27,Daily News,"News,",Schwartz Media,https://rss.acast.com/7am
au,12,The Daily,1200361736,2020-10-28,Daily News,"News,",The New York Times,https://feeds.simplecast.com/54nAGcIl
au,13,Skincare School,1552975779,2021-02-09,Fashion & Beauty,"Arts,",Adore Beauty,https://www.omnycontent.com/d/playlist/133eb022-d538-494d-9082-aaa90065f49b/9542b52a-d9b9-49c2-8d1e-acca002a7179/01e02362-319c-4888-866b-acca002c6948/podcast.rss
au,14,The Breakdown,1554973779,2021-02-23,Rugby,"Sports,",The Australian,https://www.omnycontent.com/d/playlist/2fb3740d-3436-44af-8cc0-a91900716aa5/4d66ca90-fe4c-44f4-bc15-acd8001e9838/4019bdc1-df83-42a6-88d5-acd800200b53/podcast.rss
au,15,Crime Junkie,1322200189,2020-10-26,True Crime,,audiochuck,https://feeds.megaphone.fm/ADL9840290619
au,16,Stuff You Should Know,278981407,2020-10-28,Society & Culture,,iHeartRadio,https://feeds.megaphone.fm/stuffyoushouldknow
au,17,Something To Talk About with Samantha Armytage,1553858670,2021-02-16,Society & Culture,,Stellar,https://www.omnycontent.com/d/playlist/2fb3740d-3436-44af-8cc0-a91900716aa5/e4ab1af8-07a9-4341-96dc-acd10031a167/ef3982f4-fe15-4a05-8760-acd10032abf1/podcast.rss
au,18,Grounded with Louis Theroux,1508985962,2020-06-29,Personal Journals,"Society & Culture,",BBC Radio 4,https://podcasts.files.bbci.co.uk/p089sfrz.rss
au,19,Full Story,1482061243,2020-10-27,News,,The Guardian,https://www.theguardian.com/australia-news/series/full-story/podcast.xml
au,20,True Crime Conversations,1469153910,2020-10-21,True Crime,"Society & Culture,",Mamamia Podcasts,https://www.omnycontent.com/d/playlist/3ea926be-9be7-482a-8ac3-a44f016e43d1/abaa347e-8ac5-454e-85f9-aa64005c285f/6d9fdc19-147e-4f77-8d3f-aa64005e5923/podcast.rss
au,21,Cautionary Tales,1484511465,2021-02-12,History,"Society & Culture,",Pushkin Industries,https://feeds.megaphone.fm/cautionarytales
au,22,The Imperfects,1476501557,2020-10-22,Mental Health,"Health & Fitness,Education,Self-Improvement,","Hugh van Cuylenburg, Ryan Shelton & Josh van Cuylenburg",https://feeds.megaphone.fm/the-imperfects
au,23,The Pop Test – A comedy science quiz,1550543719,2021-02-06,Comedy,"Science,",ABC Radio,http://www.abc.net.au/radionational/programs/the-pop-test/feed/13003654/podcast.xml
au,24,Life Uncut,1472126503,2021-02-01,Society & Culture,"TV & Film,",Brittany Hockley and Laura Byrne,https://feeds.megaphone.fm/lifeuncut
au,25,How It Happened,1549225698,2021-01-15,Politics,"News,History,",Axios,https://feeds.megaphone.fm/axioshowithappened
au,26,No Filter,995159486,2020-10-25,Personal Journals,"Society & Culture,",Mamamia Podcasts,https://www.omnycontent.com/d/playlist/3ea926be-9be7-482a-8ac3-a44f016e43d1/e2603404-71ae-4e84-8bf7-a499005a57f4/2dca47ed-7358-40cf-9444-a4de0029d8aa/podcast.rss
au,27,The Howie Games,1146329262,2020-10-28,Sports,,PodcastOne Australia,https://www.omnycontent.com/d/playlist/820f09cf-2ace-4180-a92d-aa4c0008f5fb/f3b7b05c-fc80-4eb3-a530-aa4c0176ad7e/f2261840-0b71-4a6a-8dc2-aa4c0176ad7e/podcast.rss
au,28,The Kyle & Jackie O Show,413046628,2020-12-31,Comedy,"Music,",iHeartRadio Australia & KIIS,https://feeds.megaphone.fm/kyleandjackieo
au,29,Mapping Evil with Mike King,1555243483,2021-02-28,True Crime,"Technology,",BGT Productions,https://feed.podbean.com/mappingevil/feed.xml
au,30,Do You F*****g Mind?,1502954097,2020-10-24,Health & Fitness,,Alexis Fernandez,https://rss.acast.com/doyouf-ckingmind
au,31,Please Explain,1436450976,2021-02-02,Daily News,"News,Business,",The Age and Sydney Morning Herald,https://www.omnycontent.com/d/playlist/88b564ea-a9a6-4751-910a-a5d800019396/111d8251-9a05-4c76-bcf0-ab84002d2024/e23e2275-2bcf-4868-b394-ab84002d2037/podcast.rss
au,32,The Tim Ferriss Show,863897795,2020-10-28,Entrepreneurship,"Business,Education,","Tim Ferriss: Bestselling Author, Human Guinea Pig",https://rss.art19.com/tim-ferriss-show
au,33,Unlocking Us with Brené Brown,1494350511,2020-10-28,Relationships,"Society & Culture,Education,Self-Improvement,",Parcast Network,https://feeds.megaphone.fm/unlocking-us
au,34,The Party Room,1102298716,2021-02-04,Politics,"News,News Commentary,",ABC Radio,http://www.abc.net.au/radionational/feed/7288214/podcast.xml
au,35,Lady Startup Stories,1361401612,2021-03-01,Careers,"Business,",Mamamia Podcasts,https://www.omnycontent.com/d/playlist/3ea926be-9be7-482a-8ac3-a44f016e43d1/9508c524-5c65-4186-b022-a8a80170ea1c/1cea4cc3-a63c-4441-ae10-a8a8017311d0/podcast.rss
au,36,On Purpose with Jay Shetty,1450994021,2020-10-26,Health & Fitness,"Business,",Jay Shetty and Kast Media,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/ff4ff6bb-916d-4c78-ad23-ac8d017d4c2d/7c990ede-a998-4804-957e-ac8d017d4c45/podcast.rss
